PublicationDate,RegistrationNumber,DesignCurrentStatusCode,ViewNumber
2016-06-03,20162097,Registered,981136
2016-06-03,20162097,Registered,981137
2016-06-03,20162097,Registered,981138
2016-06-03,20162097,Registered,981032
2016-06-03,20162097,Registered,981139
2016-06-03,20162097,Registered,981140
2016-06-03,20162097,Registered,981079
2016-06-03,20162097,Registered,981141
2016-06-03,20162097,Registered,981080
2016-06-03,20162097,Registered,981033
2016-06-03,20162098,Registered,981299
2016-06-03,20162098,Registered,981300
2016-06-03,20162098,Registered,981301
2016-06-03,20162098,Registered,981302
2016-06-03,20162098,Registered,981303
2016-06-03,20162098,Registered,981304
2016-06-03,20162114,Registered,981232;981233
2016-06-03,20162114,Registered,981234;981235
2016-06-03,20162114,Registered,981236;981237
2016-06-03,20162219,Registered,981259
2016-06-03,20162261,Registered,981195
